#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Dcub	D-stat	ChiSq
1	42535446	495517	731	438	132	851	114	90	836	0.000391753	0.073170732	1.317073171
1	43035863	496002	835	363	113	815	77	90	807	0.006802158	0.189473684	6.821052632
1	43536280	494885	906	258	102	711	74	292	945	0.004026578	0.159090909	4.454545455
1	44036697	495408	851	409	132	812	117	134	919	0.000218613	0.060240964	0.903614458
1	44537114	495222	819	373	118	841	135	165	892	-0.000303379	-0.067193676	1.14229249
1	45037531	495735	826	370	135	787	103	142	961	0.002430631	0.134453782	4.302521008
1	45537948	495459	898	395	106	795	117	150	1047	-0.000120023	-0.049327354	0.542600897
1	46038365	495604	724	323	77	698	114	87	1103	-0.007269509	-0.193717277	7.167539267
1	46538782	496119	695	294	69	801	63	59	1040	9.39144E-05	0.045454545	0.272727273
1	47039199	494978	935	363	189	908	159	125	1017	0.000640658	0.086206897	2.586206897
1	47539616	495385	919	309	78	749	50	425	736	0.010467529	0.21875	6.125
1	48040033	495104	792	322	161	828	97	121	1219	0.015264437	0.248062016	15.87596899
1	48540450	495775	755	307	90	762	98	159	1132	-7.70542E-05	-0.042553191	0.340425532
1	49040867	494316	916	392	82	803	125	209	1305	-0.008963845	-0.207729469	8.93236715
1	49541284	494815	876	431	103	856	150	154	1262	-0.006411092	-0.185770751	8.731225296
1	50041701	495013	830	334	170	828	94	185	1278	0.023857723	0.287878788	21.87878788
1	50542118	495535	980	231	39	624	37	274	1200	1.82242E-05	0.026315789	0.052631579
1	51042535	495523	841	369	87	787	108	169	957	-0.001248976	-0.107692308	2.261538462
1	51542952	496201	685	329	69	666	120	80	849	-0.019648306	-0.26984127	13.76190476
1	52043369	495108	852	357	159	828	107	184	1251	0.007470766	0.195488722	10.16541353
1	52543786	494614	846	411	163	857	85	191	1231	0.03111206	0.314516129	24.53225806
1	53044203	494896	904	381	99	895	171	173	1175	-0.018962963	-0.266666667	19.2
1	53544620	494993	890	379	147	867	115	212	1225	0.00182199	0.122137405	3.908396947
1	54045037	493644	1003	535	161	1084	193	200	1413	-0.000738652	-0.09039548	2.892655367
1	54545454	493744	1011	524	184	996	162	220	1526	0.000257063	0.063583815	1.398843931
1	55045871	493441	1141	503	97	930	159	316	1574	-0.014205456	-0.2421875	15.015625
1	55546288	493476	1112	521	149	1108	163	286	1313	-9.03484E-05	-0.044871795	0.628205128
1	56046705	493791	1129	578	216	1094	178	247	1101	0.000897144	0.096446701	3.664974619
1	56547122	495068	851	492	128	898	230	132	874	-0.023128711	-0.284916201	29.06145251
1	57047539	495104	834	322	105	720	90	111	1344	0.000455166	0.076923077	1.153846154
1	57547956	495324	795	405	95	812	207	88	791	-0.051007406	-0.370860927	41.53642384
1	58048373	496194	776	342	94	752	130	119	799	-0.004151102	-0.160714286	5.785714286
1	58548790	495799	712	230	32	737	73	184	854	-0.059536551	-0.39047619	16.00952381
1	59049207	495833	797	305	138	811	63	107	954	0.051951204	0.373134328	27.98507463
1	59549624	495393	752	416	122	874	139	144	851	-0.000276328	-0.0651341	1.107279693
1	60050041	495473	817	311	124	736	60	133	826	0.042081039	0.347826087	22.26086957
1	60550458	495594	731	503	85	857	72	165	640	0.000567716	0.082802548	1.076433121
1	61050875	496138	752	313	101	777	92	99	775	0.000101404	0.046632124	0.419689119
1	61551292	495840	689	330	147	752	72	70	793	0.04016534	0.342465753	25.68493151
1	62051709	495965	817	234	66	641	57	216	985	0.000391753	0.073170732	0.658536585
1	62552126	495196	840	407	155	853	116	112	1011	0.002980478	0.143911439	5.612546125
1	63052543	495280	790	383	102	811	91	134	1342	0.000185143	0.056994819	0.626943005
1	63552960	494715	775	332	101	818	157	124	1457	-0.010225981	-0.217054264	12.15503876
1	64053377	494928	878	377	144	804	120	146	1159	0.000751315	0.090909091	2.181818182
1	64553794	495562	803	275	113	766	81	159	988	0.004487916	0.164948454	5.278350515
1	65054211	495497	798	335	44	715	86	186	1057	-0.033722349	-0.323076923	13.56923077
1	65554628	495539	798	258	75	759	48	175	1332	0.010577328	0.219512195	5.926829268
1	66055045	495308	943	241	105	767	65	300	1153	0.013026664	0.235294118	9.411764706
1	66555462	494803	762	451	128	854	131	156	943	-1.55405E-06	-0.011583012	0.034749035
1	67055879	495077	800	410	103	780	137	159	1042	-0.002843171	-0.141666667	4.816666667
1	67556296	495964	672	377	84	770	95	137	985	-0.00023207	-0.061452514	0.675977654
1	68056713	494336	864	306	108	823	123	130	1521	-0.000273803	-0.064935065	0.974025974
1	68557130	493974	874	456	201	983	150	113	1293	0.003067533	0.145299145	7.41025641
1	69057547	495261	733	352	67	749	144	126	1391	-0.048598718	-0.36492891	28.09952607
1	69557964	493893	928	566	155	918	206	148	1283	-0.002819609	-0.141274238	7.20498615
1	70058381	494881	864	326	132	858	66	90	1220	0.037037037	0.333333333	22
1	70558798	495802	829	317	114	768	87	127	1010	0.002423835	0.134328358	3.626865672
1	71059215	495375	768	339	105	775	108	88	913	-2.79399E-06	-0.014084507	0.042253521
1	71559632	496134	630	203	17	601	28	52	1121	-0.01460631	-0.244444444	2.688888889
1	72060049	494802	881	370	163	896	108	170	1234	0.008359498	0.20295203	11.16236162
1	72560466	495278	914	435	70	787	113	183	1089	-0.012973349	-0.234972678	10.10382514
1	73060883	495368	926	366	89	721	82	188	932	6.85971E-05	0.040935673	0.286549708
1	73561300	495232	880	364	86	824	91	105	946	-2.25419E-05	-0.028248588	0.141242938
1	74061717	495903	833	322	90	732	150	92	907	-0.015625	-0.25	15
1	74562134	495714	777	437	132	785	104	141	995	0.001670083	0.118644068	3.322033898
1	75062551	494827	880	496	87	784	164	159	979	-0.028870281	-0.306772908	23.62151394
1	75562968	495178	845	347	87	776	102	150	871	-0.000499906	-0.079365079	1.19047619
1	76063385	495045	856	479	104	812	111	174	1005	-3.45127E-05	-0.03255814	0.227906977
1	76563802	495995	757	317	74	737	85	125	919	-0.000331121	-0.06918239	0.761006289
1	77064219	495290	864	342	116	762	108	264	1086	4.55539E-05	0.035714286	0.285714286
1	77564636	495738	742	276	75	651	65	138	1211	0.000364431	0.071428571	0.714285714
1	78065053	495378	859	390	95	766	92	209	1022	4.12894E-06	0.016042781	0.048128342
1	78565470	494999	830	389	127	824	116	192	1169	9.27597E-05	0.04526749	0.497942387
1	79065887	495503	764	380	157	801	128	98	1018	0.00105356	0.101754386	2.950877193
1	79566304	495976	754	297	109	771	105	122	1076	6.53038E-06	0.018691589	0.074766355
1	80066721	494967	873	512	133	805	165	90	852	-0.001238229	-0.10738255	3.436241611
1	80567138	495932	815	257	65	694	55	111	942	0.000578704	0.083333333	0.833333333
1	81067555	495244	785	279	78	740	79	164	1287	-2.58405E-07	-0.006369427	0.006369427
1	81567972	495265	940	454	128	895	120	186	905	3.35672E-05	0.032258065	0.258064516
1	82068389	495293	846	422	137	846	151	151	828	-0.00011487	-0.048611111	0.680555556
1	82568806	495454	756	401	130	726	136	134	1134	-1.14765E-05	-0.022556391	0.135338346
1	83069223	495261	909	395	104	805	101	197	1005	3.13402E-06	0.014634146	0.043902439
1	83569640	495249	818	407	130	792	130	129	1042	0	0	0
1	84070057	494757	820	429	147	847	103	174	1142	0.005451776	0.176	7.744
1	84570474	495238	878	353	109	804	103	127	1159	2.26697E-05	0.028301887	0.169811321
1	85070891	495078	830	414	111	826	135	140	1232	-0.000928599	-0.097560976	2.341463415
1	85571308	493585	939	422	128	915	136	122	1418	-2.78265E-05	-0.03030303	0.242424242
1	86071725	494872	935	428	139	975	139	207	1035	0	0	0
1	86572142	495180	847	378	134	776	115	192	1233	0.000444286	0.076305221	1.449799197
1	87072559	495102	918	335	76	813	76	247	1009	0	0	0
1	87572976	495115	892	256	59	720	87	213	1259	-0.007053676	-0.191780822	5.369863014
1	88073393	494290	977	360	148	939	132	228	941	0.000186589	0.057142857	0.914285714
1	88573810	494969	883	401	65	724	103	182	1042	-0.011572387	-0.226190476	8.595238095
1	89074227	494779	996	339	111	853	120	180	1059	-5.91414E-05	-0.038961039	0.350649351
1	89574644	494372	1008	416	128	986	164	172	1172	-0.001873954	-0.123287671	4.438356164
1	90075061	495725	869	353	117	717	104	153	957	0.000203542	0.058823529	0.764705882
1	90575478	495359	830	396	131	855	135	121	963	-3.40044E-06	-0.015037594	0.060150376
1	91075895	495624	799	385	106	751	109	151	891	-2.71674E-06	-0.013953488	0.041860465
1	91576312	496798	723	322	132	741	63	85	658	0.044304051	0.353846154	24.41538462
1	92076729	495616	794	308	96	759	116	130	720	-0.000839619	-0.094339623	1.886792453
1	92577146	496488	827	183	36	596	24	146	858	0.008	0.2	2.4
1	93077563	494580	777	356	90	822	93	95	1182	-4.40566E-06	-0.016393443	0.049180328
1	93577980	495935	762	308	133	846	53	125	888	0.07956666	0.430107527	34.40860215
1	94078397	495127	908	505	108	831	188	197	824	-0.019742167	-0.27027027	21.62162162
1	94578814	494876	907	397	187	955	150	182	950	0.001323474	0.109792285	4.06231454
1	95079231	494796	1029	414	140	964	114	239	945	0.001072553	0.102362205	2.661417323
1	95579648	495059	887	359	129	1002	84	233	838	0.009429719	0.211267606	9.507042254
1	96080065	494243	1152	405	157	868	126	446	1210	0.001314395	0.109540636	3.395759717
1	96580482	493691	1102	340	102	926	125	336	1650	-0.001040174	-0.101321586	2.330396476
1	97080899	494333	1003	295	75	791	103	325	1656	-0.00389237	-0.157303371	4.404494382
1	97581316	494901	933	264	74	684	77	226	1434	-7.84211E-06	-0.01986755	0.059602649
1	98081733	495447	759	133	69	718	34	132	1230	0.039236699	0.339805825	11.89320388
1	98582150	495952	761	159	107	786	24	123	1102	0.254343352	0.633587786	52.58778626
1	99082567	494644	718	249	95	756	86	44	1102	0.00012294	0.049723757	0.447513812
1	99582984	495422	801	203	124	757	30	44	962	0.2274162	0.61038961	57.37662338
1	100083401	495564	696	226	115	772	43	105	845	0.094629431	0.455696203	32.81012658
1	100583818	495607	677	171	59	681	50	65	1129	0.000562922	0.082568807	0.743119266
1	101084235	495886	611	259	161	736	78	38	776	0.041883269	0.347280335	28.82426778
1	101584652	495852	786	226	34	659	43	90	992	-0.001596818	-0.116883117	1.051948052
1	102085069	495079	855	263	50	761	79	74	854	-0.011361217	-0.224806202	6.519379845
1	102585486	494553	902	264	178	824	101	105	942	0.0210213	0.275985663	21.25089606
1	103085903	670276	837	376	157	860	96	142	725	0.014016124	0.241106719	14.70750988
1	103586320	320857	578	282	45	589	95	95	568	-0.045553936	-0.357142857	17.85714286
1	104086737	492853	1115	797	224	996	223	263	1155	1.11964E-08	0.002237136	0.002237136
1	104587154	494613	778	439	145	841	103	90	998	0.004857277	0.169354839	7.112903226
1	105087571	495552	833	320	136	883	97	111	846	0.004689495	0.167381974	6.527896996
1	105587988	494214	889	347	103	799	96	124	1115	4.35246E-05	0.035175879	0.246231156
1	106088405	495202	898	305	91	801	90	104	1073	1.68641E-07	0.005524862	0.005524862
1	106588822	494503	818	274	68	780	67	93	1287	4.06442E-07	0.007407407	0.007407407
1	107089239	494029	850	274	137	853	63	83	1239	0.050653	0.37	27.38
1	107589656	494121	868	277	93	780	76	173	1153	0.001017857	0.100591716	1.710059172
1	108090073	494839	834	248	110	793	66	130	1103	0.015625	0.25	11
1	108590490	493979	911	242	62	750	53	122	1429	0.000479329	0.07826087	0.704347826
1	109090907	493995	889	325	81	752	80	101	1361	2.3962E-07	0.00621118	0.00621118
1	109591324	495164	741	216	52	713	63	40	1158	-0.000875154	-0.095652174	1.052173913
1	110091741	495562	734	211	67	723	57	74	1006	0.000524487	0.080645161	0.806451613
1	110592158	494042	1013	466	121	846	121	146	1239	0	0	0
1	111092575	494057	906	423	113	809	143	166	1147	-0.001609325	-0.1171875	3.515625
1	111592992	493853	1155	397	128	826	115	305	1159	0.000153113	0.053497942	0.695473251
1	112093409	495363	837	301	37	713	58	161	1027	-0.010801575	-0.221052632	4.642105263
1	112593826	494054	1088	253	41	680	54	367	1201	-0.002562473	-0.136842105	1.778947368
1	113094243	494840	826	300	39	765	74	147	1129	-0.029714526	-0.309734513	10.84070796
1	113594660	494832	774	292	69	736	83	123	1284	-0.000781364	-0.092105263	1.289473684
1	114095077	494091	825	234	101	891	61	80	1402	0.015053411	0.24691358	9.87654321
1	114595494	494584	902	295	53	764	145	127	1362	-0.10031547	-0.464646465	42.74747475
1	115095911	494467	928	400	99	869	117	85	830	-0.000578704	-0.083333333	1.5
1	115596328	494917	792	355	58	675	64	62	1120	-0.000118953	-0.049180328	0.295081967
1	116096745	493788	861	399	118	789	188	99	1349	-0.011970984	-0.22875817	16.0130719
1	116597162	494336	914	317	107	877	110	117	1023	-2.64231E-06	-0.013824885	0.041474654
1	117097579	494319	942	497	103	982	121	134	1046	-0.000518888	-0.080357143	1.446428571
1	117597996	493449	1017	373	93	963	140	172	1237	-0.008207782	-0.201716738	9.480686695
1	118098413	493843	968	445	117	861	135	188	1160	-0.000364431	-0.071428571	1.285714286
1	118598830	493656	1012	427	210	1045	118	200	1112	0.022066932	0.280487805	25.80487805
1	119099247	493683	937	503	192	1002	151	147	1143	0.001707927	0.119533528	4.900874636
1	119599664	493460	1043	474	200	1042	162	173	1047	0.001156712	0.104972376	3.988950276
1	120100081	493450	1028	598	208	1129	198	234	1011	1.49425E-05	0.024630542	0.246305419
1	120600498	492629	1190	542	186	1189	180	271	1306	4.40566E-06	0.016393443	0.098360656
1	121100915	492289	1136	483	164	1103	126	256	1118	0.002249867	0.131034483	4.979310345
1	121601332	491292	1068	506	229	922	117	257	1077	0.033917651	0.323699422	36.25433526
1	122101749	491522	1201	704	255	1184	220	358	1405	0.000400058	0.073684211	2.578947368
1	122602166	176653	299	130	46	321	34	54	323	0.003375	0.15	1.8
2	123102583	495566	692	283	52	669	65	42	957	-0.001371742	-0.111111111	1.444444444
2	123603000	497178	662	221	35	630	66	38	637	-0.028914851	-0.306930693	9.514851485
2	124103417	496439	582	209	65	686	40	52	927	0.013497462	0.238095238	5.952380952
2	124603834	496179	764	209	16	630	47	132	874	-0.119141601	-0.492063492	15.25396825
2	125104251	496330	765	205	41	660	37	115	979	0.000134864	0.051282051	0.205128205
2	125604668	496207	767	274	55	697	59	126	1008	-4.31982E-05	-0.035087719	0.140350877
2	126105085	496853	732	181	53	546	50	190	690	2.47088E-05	0.029126214	0.087378641
2	126605502	496733	575	333	135	593	138	128	644	-1.32701E-06	-0.010989011	0.032967033
2	127105919	497727	403	259	109	272	116	137	580	-3.01125E-05	-0.031111111	0.217777778
2	127606336	498442	300	216	46	178	64	61	672	-0.004381668	-0.163636364	2.945454545
2	128106753	496734	461	237	73	228	103	86	513	-0.004952515	-0.170454545	5.113636364
2	128607170	496010	522	457	95	366	108	156	478	-0.000262629	-0.064039409	0.832512315
2	129107587	495548	652	246	78	574	82	146	904	-0.000015625	-0.025	0.1
2	129608004	497301	495	186	45	408	64	41	431	-0.005296406	-0.174311927	3.311926606
2	130108421	496521	637	203	49	624	28	72	869	0.0202855	0.272727273	5.727272727
2	130608838	495751	822	290	100	751	103	150	887	-3.22757E-06	-0.014778325	0.044334975
2	131109255	496482	648	262	120	726	45	66	783	0.09391435	0.454545455	34.09090909
2	131609672	496443	809	258	62	632	94	108	987	-0.008631299	-0.205128205	6.564102564
2	132110089	495837	732	360	134	659	112	156	1211	0.000715258	0.089430894	1.967479675
2	132610506	495473	796	230	52	652	40	122	1172	0.002219117	0.130434783	1.565217391
2	133110923	496198	715	222	26	597	48	182	900	-0.026276825	-0.297297297	6.540540541
2	133611340	496130	793	256	64	656	53	148	887	0.000831037	0.094017094	1.034188034
2	134111757	496271	660	160	13	651	35	50	1055	-0.096281829	-0.458333333	10.08333333
2	134612174	495479	798	310	47	720	75	154	1029	-0.012089118	-0.229508197	6.426229508
2	135112591	495642	812	344	136	773	90	135	983	0.008432341	0.203539823	9.362831858
2	135613008	495903	735	303	90	822	91	129	927	-1.68641E-07	-0.005524862	0.005524862
2	136113425	494796	856	496	146	799	285	170	1201	-0.033543826	-0.3225058	44.82830626
2	136613842	494724	886	506	197	977	154	162	1158	0.001838586	0.122507123	5.267806268
2	137114259	494658	882	449	142	783	166	226	1189	-0.000473131	-0.077922078	1.87012987
2	137614676	495112	832	374	151	871	100	119	1005	0.008388598	0.203187251	10.3625498
2	138115093	496096	717	315	39	711	166	130	921	-0.237765906	-0.619512195	78.67804878
2	138615510	496065	858	372	68	791	94	198	733	-0.004134043	-0.160493827	4.172839506
2	139115927	495797	860	423	98	793	105	170	834	-4.10021E-05	-0.034482759	0.24137931
2	139616344	495458	985	372	144	849	159	197	1018	-0.000121324	-0.04950495	0.742574257
2	140116761	495996	890	277	94	802	56	230	839	0.01625837	0.253333333	9.626666667
2	140617178	494838	993	335	126	712	96	355	1091	0.002467771	0.135135135	4.054054054
2	141117595	496440	710	288	122	547	103	151	759	0.000602162	0.084444444	1.604444444
2	141618012	495995	834	213	62	713	47	222	774	0.002606119	0.137614679	2.064220183
2	142118429	495790	798	328	93	749	84	166	1141	0.000131464	0.050847458	0.457627119
2	142618846	496018	803	246	63	644	83	144	968	-0.002570582	-0.136986301	2.739726027
2	143119263	495837	876	288	104	737	76	230	1146	0.00376406	0.155555556	4.355555556
2	143619680	495796	759	386	62	724	83	181	946	-0.003037763	-0.144827586	3.04137931
2	144120097	495704	934	339	73	689	89	247	852	-0.000963418	-0.098765432	1.580246914
2	144620514	495469	920	284	95	799	61	177	908	0.010352922	0.217948718	7.41025641
2	145120931	496220	748	271	97	715	91	192	1075	3.25072E-05	0.031914894	0.191489362
2	145621348	495227	934	341	91	815	73	233	990	0.001322166	0.109756098	1.975609756
2	146121765	495699	845	326	116	783	47	142	1199	0.075855043	0.423312883	29.20858896
2	146622182	494471	1007	492	116	931	178	192	984	-0.009378493	-0.210884354	13.07482993
2	147122599	495996	924	384	73	767	120	132	787	-0.014441811	-0.243523316	11.44559585
2	147623016	494847	959	451	164	862	86	130	952	0.030371328	0.312	24.336
2	148123433	495126	989	381	106	766	85	299	1097	0.0013291	0.109947644	2.308900524
2	148623850	495329	925	435	121	809	132	174	1131	-8.21895E-05	-0.043478261	0.47826087
2	149124267	494947	884	481	134	871	138	164	1219	-3.18034E-06	-0.014705882	0.058823529
2	149624684	494310	949	463	108	875	145	180	1433	-0.003127833	-0.146245059	5.411067194
2	150125101	495614	815	458	107	797	140	151	1176	-0.002384794	-0.133603239	4.408906883
2	150625518	495585	716	361	123	774	130	158	1152	-2.11803E-05	-0.027667984	0.193675889
2	151125935	495517	820	343	59	794	98	165	1176	-0.015328331	-0.248407643	9.687898089
2	151626352	494848	909	368	152	897	94	177	1342	0.013106256	0.235772358	13.67479675
2	152126769	495505	858	411	109	783	127	86	1266	-0.000443692	-0.076271186	1.372881356
2	152627186	495079	834	265	95	776	76	126	1507	0.001371742	0.111111111	2.111111111
2	153127603	495276	879	221	90	761	92	191	1232	-1.32701E-06	-0.010989011	0.021978022
2	153628020	494382	832	412	149	816	129	141	1560	0.000372354	0.071942446	1.438848921
2	154128437	494815	969	484	142	859	121	187	1357	0.000509085	0.079847909	1.676806084
2	154628854	493864	1104	386	113	838	114	287	1834	-8.54914E-08	-0.004405286	0.004405286
2	155129271	493751	1003	355	227	1030	103	206	1507	0.053054623	0.375757576	46.59393939
2	155629688	493827	979	552	142	1100	222	179	1681	-0.01061612	-0.21978022	17.58241758
2	156130105	494278	785	525	77	807	197	180	1743	-0.084002469	-0.437956204	52.55474453
2	156630522	493391	905	398	124	908	98	131	1879	0.001606427	0.117117117	3.045045045
2	157130939	494517	860	270	67	831	73	105	1751	-7.87172E-05	-0.042857143	0.257142857
2	157631356	495284	846	226	54	688	61	136	1171	-0.000225528	-0.060869565	0.426086957
2	158131773	495933	754	256	67	716	72	150	1060	-4.65442E-05	-0.035971223	0.179856115
2	158632190	495972	842	184	54	652	34	154	949	0.011739294	0.227272727	4.545454545
2	159132607	496190	771	246	65	638	65	108	871	0	0	0
2	159633024	495600	803	279	41	730	63	136	998	-0.009466033	-0.211538462	4.653846154
2	160133441	496002	813	329	68	753	111	71	846	-0.01386265	-0.240223464	10.32960894
2	160633858	496097	727	248	58	642	78	104	1110	-0.003180338	-0.147058824	2.941176471
2	161134275	495977	661	383	85	696	100	68	1354	-0.000533039	-0.081081081	1.216216216
2	161634692	495700	776	389	79	742	137	139	1168	-0.019360775	-0.268518519	15.57407407
