#chrom	coord	total	dtotal	T12	T34	T1234	DFO_left	DFO_right	DFO_total	DFO_stat	DFO_chisq	DFO_Pvalue	DIL_left	DIL_right	DIL_total	DIL_stat	DIL_chisq	DIL_Pvalue	DFI_left	DFI_right	DFI_total	DFI_stat	DFI_chisq	DFI_Pvalue	DOL_left	DOL_right	DOL_total	DOL_stat	DOL_chisq	DOL_Pvalue	introgression	introgna	intrognone	introg13	introg14	introg23	introg24	introg31	introg41	introg32	introg42	introg123	introg124
X	14000054	494751	11.0	7.0742656407e-06	4.04243750897e-06	5.55835157483e-06	2.0	2.0	4.0	0.0	0	1.0	2.0	2.0	4.0	0.0	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	14500170	494468	17.0	8.08950225293e-06	9.10069003454e-06	8.59509614373e-06	5.0	4.0	9.0	0.111111111111	0	1.0	5.0	4.0	9.0	0.111111111111	0	1.0	4.0	4.0	8.0	0.0	0	1.0	4.0	4.0	8.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	15000160	495050	42.0	1.514998485e-05	2.221997778e-05	1.8684981315e-05	17.0	7.0	24.0	0.416666666667	4.16666666667	0.0412268333372	17.0	7.0	24.0	0.416666666667	4.16666666667	0.0412268333372	11.0	9.0	20.0	0.1	0.2	0.654720846019	11.0	9.0	20.0	0.1	0.2	0.654720846019	none	0	1	0	0	0	0	0	0	0	0	0	0
X	15500033	494254	36.0	1.01162560141e-05	2.12441376296e-05	1.77034480247e-05	9.0	16.0	25.0	-0.28	1.96	0.161513318468	12.0	13.0	25.0	-0.04	0.04	0.841480581122	9.0	5.0	14.0	0.285714285714	1.14285714286	0.285049407403	12.0	2.0	14.0	0.714285714286	7.14285714286	0.00752631516646	none	0	1	0	0	0	0	0	0	0	0	0	0
X	16000415	494970	26.0	1.11117845526e-05	1.41422712488e-05	1.26270279007e-05	9.0	6.0	15.0	0.2	0.6	0.438578026081	8.0	7.0	15.0	0.0666666666667	0.0666666666667	0.796253414738	7.0	5.0	12.0	0.166666666667	0.333333333333	0.563702861651	6.0	6.0	12.0	0.0	0	1	na	1	0	0	0	0	0	0	0	0	0	0	0
X	16500022	494781	30.0	1.81898658194e-05	1.21265772129e-05	1.51582215162e-05	6.0	6.0	12.0	0.0	0	1	6.0	6.0	12.0	0.0	0	1	15.0	3.0	18.0	0.666666666667	8.0	0.00467773498105	15.0	3.0	18.0	0.666666666667	8.0	0.00467773498105	na	1	0	0	0	0	0	0	0	0	0	0	0
X	17000114	494399	128.0	3.64078406307e-05	8.19176414192e-05	6.11853988378e-05	52.0	40.0	92.0	0.130434782609	1.5652173913	0.210902926057	55.0	37.0	92.0	0.195652173913	3.52173913043	0.0605688602027	24.0	19.0	43.0	0.116279069767	0.581395348837	0.445765907915	27.0	16.0	43.0	0.255813953488	2.81395348837	0.0934478221586	none	0	1	0	0	0	0	0	0	0	0	0	0
X	17500089	494829	71.0	3.43553025389e-05	3.33448524642e-05	3.38500775015e-05	17.0	20.0	37.0	-0.0810810810811	0.243243243243	0.621873424331	16.0	21.0	37.0	-0.135135135135	0.675675675676	0.411079778723	25.0	12.0	37.0	0.351351351351	4.56756756757	0.0325827983856	24.0	13.0	37.0	0.297297297297	3.27027027027	0.0705460004569	none	0	1	0	0	0	0	0	0	0	0	0	0
X	18000085	494362	53.0	2.12394965632e-05	2.73079241527e-05	2.62965195545e-05	21.0	11.0	32.0	0.3125	3.125	0.0770998717435	21.0	11.0	32.0	0.3125	3.125	0.0770998717435	13.0	10.0	23.0	0.130434782609	0.391304347826	0.531614576882	13.0	10.0	23.0	0.130434782609	0.391304347826	0.531614576882	none	0	1	0	0	0	0	0	0	0	0	0	0
X	18500354	495155	90.0	3.02935444457e-05	5.35185951874e-05	4.29158546314e-05	43.0	15.0	58.0	0.48275862069	13.5172413793	0.000236381636519	40.0	18.0	58.0	0.379310344828	8.34482758621	0.00386786866666	25.0	12.0	37.0	0.351351351351	4.56756756757	0.0325827983856	22.0	15.0	37.0	0.189189189189	1.32432432432	0.249817441836	123	0	0	0	0	0	0	0	0	0	0	1	0
X	19000011	494217	52.0	1.82106240781e-05	2.83276374548e-05	2.42808321041e-05	16.0	18.0	34.0	-0.0588235294118	0.117647058824	0.73160058896	17.0	17.0	34.0	0.0	0	1	10.0	9.0	19.0	0.0526315789474	0.0526315789474	0.818545808382	11.0	8.0	19.0	0.157894736842	0.473684210526	0.491297124216	na	1	0	0	0	0	0	0	0	0	0	0	0
X	19500001	494956	66.0	2.62649609258e-05	2.5254770121e-05	2.67700563282e-05	20.0	14.0	34.0	0.176470588235	1.05882352941	0.303483664025	20.0	14.0	34.0	0.176470588235	1.05882352941	0.303483664025	29.0	11.0	40.0	0.45	8.1	0.00442652585792	29.0	11.0	40.0	0.45	8.1	0.00442652585792	none	0	1	0	0	0	0	0	0	0	0	0	0
X	20000170	494863	13.0	1.01038065081e-06	1.11141871589e-05	7.07266455564e-06	8.0	4.0	12.0	0.333333333333	1.33333333333	0.24821307899	8.0	4.0	12.0	0.333333333333	1.33333333333	0.24821307899	1.0	0.0	1.0	1.0	0	1.0	1.0	0.0	1.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	20500055	495020	42.0	1.51509029938e-05	2.52515049897e-05	2.02012039918e-05	15.0	10.0	25.0	0.2	1.0	0.317310507863	15.0	10.0	25.0	0.2	1.0	0.317310507863	5.0	12.0	17.0	-0.411764705882	2.88235294118	0.0895550744136	5.0	12.0	17.0	-0.411764705882	2.88235294118	0.0895550744136	none	0	1	0	0	0	0	0	0	0	0	0	0
X	21000050	494633	108.0	4.75099720399e-05	4.95316729777e-05	5.45859253224e-05	22.0	36.0	58.0	-0.241379310345	3.37931034483	0.0660196750213	27.0	31.0	58.0	-0.0689655172414	0.275862068966	0.599426279296	25.0	30.0	55.0	-0.0909090909091	0.454545454545	0.500184257071	30.0	25.0	55.0	0.0909090909091	0.454545454545	0.500184257071	none	0	1	0	0	0	0	0	0	0	0	0	0
X	21500011	494749	35.0	6.0636807755e-06	2.72865634898e-05	1.66751221326e-05	18.0	10.0	28.0	0.285714285714	2.28571428571	0.130570018116	18.0	10.0	28.0	0.285714285714	2.28571428571	0.130570018116	3.0	4.0	7.0	-0.142857142857	0	1.0	3.0	4.0	7.0	-0.142857142857	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	22000033	494387	165.0	7.68628624944e-05	7.58515090405e-05	8.04025995829e-05	33.0	53.0	86.0	-0.232558139535	4.6511627907	0.0310325195001	30.0	56.0	86.0	-0.302325581395	7.86046511628	0.0050527393003	49.0	37.0	86.0	0.139534883721	1.67441860465	0.195667742544	46.0	40.0	86.0	0.0697674418605	0.418604651163	0.517634118583	none	0	1	0	0	0	0	0	0	0	0	0	0
X	22500135	494633	18.0	1.01085046893e-06	1.61736075029e-05	8.59222898594e-06	15.0	2.0	17.0	0.764705882353	9.94117647059	0.00161622221506	14.0	3.0	17.0	0.647058823529	7.11764705882	0.00763288178779	2.0	0.0	2.0	1.0	0	1.0	1.0	1.0	2.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	23000219	494980	89.0	3.83853893087e-05	4.34360984282e-05	4.39411693402e-05	13.0	38.0	51.0	-0.490196078431	12.2549019608	0.000464037532075	13.0	38.0	51.0	-0.490196078431	12.2549019608	0.000464037532075	19.0	25.0	44.0	-0.136363636364	0.818181818182	0.365712296282	19.0	25.0	44.0	-0.136363636364	0.818181818182	0.365712296282	124	0	0	0	0	0	0	0	0	0	0	0	1
X	23500202	494657	52.0	1.61728227843e-05	3.33564469926e-05	2.47646348884e-05	21.0	14.0	35.0	0.2	1.4	0.236723570638	21.0	14.0	35.0	0.2	1.4	0.236723570638	9.0	10.0	19.0	-0.0526315789474	0.0526315789474	0.818545808382	9.0	10.0	19.0	-0.0526315789474	0.0526315789474	0.818545808382	none	0	1	0	0	0	0	0	0	0	0	0	0
X	24000102	494849	31.0	1.71769570111e-05	1.31353200673e-05	1.51561385392e-05	6.0	7.0	13.0	-0.0769230769231	0.0769230769231	0.781511294999	6.0	7.0	13.0	-0.0769230769231	0.0769230769231	0.781511294999	16.0	2.0	18.0	0.777777777778	10.8888888889	0.000967428450248	16.0	2.0	18.0	0.777777777778	10.8888888889	0.000967428450248	none	0	1	0	0	0	0	0	0	0	0	0	0
X	24500115	494658	50.0	2.83023826563e-05	1.71835894699e-05	2.47645848243e-05	6.0	15.0	21.0	-0.428571428571	3.85714285714	0.0495346134356	10.0	11.0	21.0	-0.047619047619	0.047619047619	0.827259346563	26.0	7.0	33.0	0.575757575758	10.9393939394	0.000941409585934	30.0	3.0	33.0	0.818181818182	22.0909090909	2.60038312594e-06	none	0	1	0	0	0	0	0	0	0	0	0	0
X	25000010	494471	16.0	6.06708987989e-06	9.10063481984e-06	7.58386234986e-06	8.0	2.0	10.0	0.6	3.6	0.0577795711236	7.0	3.0	10.0	0.4	1.6	0.205903210732	5.0	2.0	7.0	0.428571428571	0	1.0	4.0	3.0	7.0	0.142857142857	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	25500089	494445	105.0	4.24718623912e-05	5.66291498549e-05	5.25842105795e-05	30.0	32.0	62.0	-0.0322580645161	0.0645161290323	0.79949536187	29.0	33.0	62.0	-0.0645161290323	0.258064516129	0.611452986954	28.0	20.0	48.0	0.166666666667	1.33333333333	0.24821307899	27.0	21.0	48.0	0.125	0.75	0.386476230771	none	0	1	0	0	0	0	0	0	0	0	0	0
X	26000197	494281	89.0	3.33818212717e-05	4.95669467368e-05	4.55206653705e-05	23.0	33.0	56.0	-0.178571428571	1.78571428571	0.181449207721	18.0	38.0	56.0	-0.357142857143	7.14285714286	0.00752631516646	26.0	12.0	38.0	0.368421052632	5.15789473684	0.0231409313087	21.0	17.0	38.0	0.105263157895	0.421052631579	0.516412268396	none	0	1	0	0	0	0	0	0	0	0	0	0
X	26500058	494526	9.0	0.0	9.09962266898e-06	4.54981133449e-06	9.0	0.0	9.0	1.0	0	1.0	9.0	0.0	9.0	1.0	0	1.0	0.0	0.0	0.0	0	0	1.0	0.0	0.0	0.0	0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	27000068	494988	32.0	1.71721334659e-05	1.41417569719e-05	1.66670707169e-05	9.0	6.0	15.0	0.2	0.6	0.438578026081	8.0	7.0	15.0	0.0666666666667	0.0666666666667	0.796253414738	11.0	7.0	18.0	0.222222222222	0.888888888889	0.345778586151	10.0	8.0	18.0	0.111111111111	0.222222222222	0.637351888234	none	0	1	0	0	0	0	0	0	0	0	0	0
X	27500090	494900	41.0	1.81854920186e-05	2.02061022429e-05	2.1216407355e-05	9.0	12.0	21.0	-0.142857142857	0.428571428571	0.512690760262	8.0	13.0	21.0	-0.238095238095	1.19047619048	0.275233524075	10.0	11.0	21.0	-0.047619047619	0.047619047619	0.827259346563	9.0	12.0	21.0	-0.142857142857	0.428571428571	0.512690760262	none	0	1	0	0	0	0	0	0	0	0	0	0
X	28000108	494316	71.0	2.73104653703e-05	3.64139538271e-05	3.38852070336e-05	21.0	22.0	43.0	-0.0232558139535	0.0232558139535	0.878793717959	20.0	23.0	43.0	-0.0697674418605	0.209302325581	0.647314784389	21.0	12.0	33.0	0.272727272727	2.45454545455	0.117185087198	20.0	13.0	33.0	0.212121212121	1.48484848485	0.223017469947	none	0	1	0	0	0	0	0	0	0	0	0	0
X	28500092	494901	5.0	5.05151535358e-06	0.0	2.52575767679e-06	0.0	0.0	0.0	0	0	1.0	0.0	0.0	0.0	0	0	1.0	1.0	4.0	5.0	-0.6	0	1.0	1.0	4.0	5.0	-0.6	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	29000039	493875	188.0	7.99797519615e-05	9.31409769679e-05	8.95975702354e-05	44.0	60.0	104.0	-0.153846153846	2.46153846154	0.116664464781	48.0	56.0	104.0	-0.0769230769231	0.615384615385	0.432767580668	61.0	33.0	94.0	0.297872340426	8.34042553191	0.00387725153952	65.0	29.0	94.0	0.382978723404	13.7872340426	0.000204722600537	none	0	1	0	0	0	0	0	0	0	0	0	0
X	29500004	494172	131.0	4.65424993727e-05	6.9813749059e-05	6.52606784682e-05	51.0	32.0	83.0	0.228915662651	4.34939759036	0.0370220394324	44.0	39.0	83.0	0.0602409638554	0.301204819277	0.58312809138	28.0	27.0	55.0	0.0181818181818	0.0181818181818	0.892738400944	21.0	34.0	55.0	-0.236363636364	3.07272727273	0.0796158014601	none	0	1	0	0	0	0	0	0	0	0	0	0
X	30000004	494746	61.0	2.72867289478e-05	2.93079681291e-05	2.82973485384e-05	21.0	12.0	33.0	0.272727272727	2.45454545455	0.117185087198	22.0	11.0	33.0	0.333333333333	3.66666666667	0.0555110980979	16.0	15.0	31.0	0.0322580645161	0.0322580645161	0.857462441959	17.0	14.0	31.0	0.0967741935484	0.290322580645	0.590013887163	none	0	1	0	0	0	0	0	0	0	0	0	0
X	30500048	494371	35.0	1.41594065995e-05	1.92163375279e-05	1.8710644435e-05	9.0	12.0	21.0	-0.142857142857	0.428571428571	0.512690760262	10.0	11.0	21.0	-0.047619047619	0.047619047619	0.827259346563	13.0	2.0	15.0	0.733333333333	8.06666666667	0.0045086983649	14.0	1.0	15.0	0.866666666667	11.2666666667	0.000789112989016	none	0	1	0	0	0	0	0	0	0	0	0	0
X	31000321	494854	53.0	1.11143892946e-05	3.83951630178e-05	2.87963722633e-05	23.0	19.0	42.0	0.0952380952381	0.380952380952	0.537093978443	24.0	18.0	42.0	0.142857142857	0.857142857143	0.354539479774	8.0	6.0	14.0	0.142857142857	0.285714285714	0.592980098017	9.0	5.0	14.0	0.285714285714	1.14285714286	0.285049407403	none	0	1	0	0	0	0	0	0	0	0	0	0
X	31500039	494637	72.0	2.62818996557e-05	4.14445340725e-05	3.48740591585e-05	20.0	24.0	44.0	-0.0909090909091	0.363636363636	0.546493595407	22.0	22.0	44.0	0.0	0	1	17.0	13.0	30.0	0.133333333333	0.533333333333	0.465208818452	19.0	11.0	30.0	0.266666666667	2.13333333333	0.144127034816	na	1	0	0	0	0	0	0	0	0	0	0	0
X	32000213	493773	79.0	4.15170533828e-05	3.13909428017e-05	3.64539980922e-05	18.0	18.0	36.0	0.0	0	1	18.0	18.0	36.0	0.0	0	1	35.0	12.0	47.0	0.489361702128	11.2553191489	0.000793951700783	35.0	12.0	47.0	0.489361702128	11.2553191489	0.000793951700783	na	1	0	0	0	0	0	0	0	0	0	0	0
X	32500011	493986	126.0	4.75721984024e-05	6.98400359524e-05	6.27548149138e-05	37.0	37.0	74.0	0.0	0	1	38.0	36.0	74.0	0.027027027027	0.0540540540541	0.816153354758	28.0	27.0	55.0	0.0181818181818	0.0181818181818	0.892738400944	29.0	26.0	55.0	0.0545454545455	0.163636363636	0.685830434452	na	1	0	0	0	0	0	0	0	0	0	0	0
X	33000028	494150	11.0	1.01183851057e-06	6.07103106344e-06	3.54143478701e-06	6.0	1.0	7.0	0.714285714286	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	5.0	0.0	5.0	1.0	0	1.0	4.0	1.0	5.0	0.6	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	33500029	494946	63.0	3.03063364488e-05	3.13165476638e-05	3.48522869161e-05	13.0	20.0	33.0	-0.212121212121	1.48484848485	0.223017469947	12.0	21.0	33.0	-0.272727272727	2.45454545455	0.117185087198	16.0	15.0	31.0	0.0322580645161	0.0322580645161	0.857462441959	15.0	16.0	31.0	-0.0322580645161	0.0322580645161	0.857462441959	none	0	1	0	0	0	0	0	0	0	0	0	0
X	34000035	494396	19.0	5.05667521582e-06	1.2136020518e-05	8.59634786689e-06	4.0	10.0	14.0	-0.428571428571	2.57142857143	0.108809430041	5.0	9.0	14.0	-0.285714285714	1.14285714286	0.285049407403	2.0	4.0	6.0	-0.333333333333	0	1.0	3.0	3.0	6.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
X	34500004	494175	16.0	9.10608590074e-06	5.05893661152e-06	1.11296605454e-05	5.0	2.0	7.0	0.428571428571	0	1.0	3.0	4.0	7.0	-0.142857142857	0	1.0	10.0	1.0	11.0	0.818181818182	7.36363636364	0.00665560548295	8.0	3.0	11.0	0.454545454545	2.27272727273	0.131668016023	na	1	0	0	0	0	0	0	0	0	0	0	0
X	35000088	494372	68.0	3.3375676616e-05	3.23642924761e-05	3.69155211056e-05	16.0	18.0	34.0	-0.0588235294118	0.117647058824	0.73160058896	15.0	19.0	34.0	-0.117647058824	0.470588235294	0.492716677227	26.0	9.0	35.0	0.485714285714	8.25714285714	0.00405919636556	25.0	10.0	35.0	0.428571428571	6.42857142857	0.0112298866529	none	0	1	0	0	0	0	0	0	0	0	0	0
X	35500009	494563	19.0	1.0109935438e-06	1.71868902445e-05	9.09894189416e-06	17.0	1.0	18.0	0.888888888889	14.2222222222	0.000162440845187	17.0	1.0	18.0	0.888888888889	14.2222222222	0.000162440845187	1.0	0.0	1.0	1.0	0	1.0	1.0	0.0	1.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
